Best,Latest,BestFull,LatestFull,Validation
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
19.219047619047622,19.219047619047622,0.0,0.0,63.45293209876543
19.590476190476192,19.590476190476192,0.0,0.0,66.23070987654322
20.54047619047619,20.54047619047619,0.0,0.0,67.15663580246914
20.63214285714286,19.896428571428572,0.0,0.0,63.761574074074076
21.458333333333332,21.458333333333332,0.0,0.0,70.24305555555556
21.616666666666667,22.116666666666667,0.0,0.0,69.93441358024691
21.433333333333334,21.561904761904763,0.0,0.0,69.31712962962963
21.433333333333334,21.476190476190474,0.0,0.0,68.3912037037037
23.36785714285714,23.36785714285714,0.0,0.0,72.40354938271605
24.551190476190477,21.91547619047619,0.0,0.0,68.70756172839506
