Best,Latest,BestFull,LatestFull,Validation
15.476190476190478,15.476190476190478,0.0,0.0,52.03317901234568
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
18.554761904761904,18.554761904761904,0.0,0.0,63.45293209876543
18.854761904761908,18.854761904761908,0.0,0.0,63.45293209876543
18.854761904761908,18.597619047619048,0.0,0.0,61.29243827160494
19.554761904761904,19.554761904761904,0.0,0.0,65.61342592592592
21.411904761904765,21.411904761904765,0.0,0.0,69.31712962962963
21.411904761904765,19.576190476190476,0.0,0.0,64.07021604938271
21.586904761904762,20.56547619047619,0.0,0.0,66.53935185185185
21.770238095238096,20.820238095238096,0.0,0.0,64.07021604938271
21.741666666666667,24.31666666666667,0.0,0.0,69.9266975308642
21.641666666666666,22.15595238095238,0.0,0.0,69.62577160493828
22.13214285714286,22.13214285714286,0.0,0.0,70.5516975308642
22.371428571428574,22.371428571428574,0.0,0.0,71.16898148148148
22.313095238095237,22.048809523809524,0.0,0.0,69.00848765432099
25.172619047619047,25.172619047619047,0.0,0.0,72.4074074074074
24.94047619047619,24.94047619047619,0.0,0.0,73.0324074074074
25.569047619047616,26.735714285714288,0.0,0.0,72.0949074074074
25.476190476190474,24.93452380952381,0.0,0.0,74.26311728395062
26.38452380952381,26.698809523809523,0.0,0.0,74.57947530864197
26.38452380952381,31.40119047619048,0.0,0.0,72.39197530864197
27.391666666666666,27.891666666666666,0.0,0.0,75.18518518518519
29.558333333333334,27.922619047619047,0.0,0.0,73.04012345679013
29.558333333333334,29.66547619047619,0.0,0.0,75.18904320987654
30.65,30.385714285714286,0.0,0.0,74.58333333333334
29.916666666666664,29.030952380952378,0.0,0.0,73.35262345679013
29.916666666666664,31.56904761904762,0.0,0.0,73.3449074074074
29.916666666666664,30.66547619047619,0.0,0.0,75.5054012345679
29.916666666666664,29.772619047619045,0.0,0.0,75.50154320987654
29.916666666666664,34.767857142857146,0.0,0.0,73.0054012345679
29.916666666666664,33.397619047619045,0.0,0.0,73.6304012345679
31.53333333333333,31.86904761904762,0.0,0.0,76.1304012345679
31.53333333333333,32.95238095238095,0.0,0.0,74.57947530864197
32.79761904761905,37.75595238095238,0.0,0.0,76.73996913580247
32.96904761904762,32.39404761904762,0.0,0.0,76.42361111111111
32.96904761904762,32.74761904761905,0.0,0.0,76.11496913580247
32.96904761904762,32.49761904761905,0.0,0.0,74.57175925925927
32.96904761904762,33.51190476190476,0.0,0.0,74.24382716049382
38.80238095238096,38.00952380952381,0.0,0.0,75.51697530864197
38.80238095238096,36.4797619047619,0.0,0.0,73.31018518518519
38.80238095238096,37.6452380952381,0.0,0.0,74.27083333333334
38.80238095238096,37.90357142857143,0.0,0.0,75.49382716049382
38.80238095238096,35.21547619047619,0.0,0.0,71.80555555555556
38.80238095238096,35.489285714285714,0.0,0.0,75.18518518518519
38.80238095238096,38.06428571428572,0.0,0.0,75.49768518518519
35.61309523809524,35.61309523809524,0.0,0.0,78.60725308641975
