Best,Latest,BestFull,LatestFull,Validation
15.476190476190478,15.476190476190478,0.0,0.0,52.03317901234568
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
18.554761904761904,18.554761904761904,0.0,0.0,63.45293209876543
18.854761904761908,18.854761904761908,0.0,0.0,63.45293209876543
18.854761904761908,18.61190476190476,0.0,0.0,61.29243827160494
19.56904761904762,19.56904761904762,0.0,0.0,65.61342592592592
21.404761904761905,21.404761904761905,0.0,0.0,69.00848765432099
21.404761904761905,19.576190476190476,0.0,0.0,64.07021604938271
21.404761904761905,20.583333333333336,0.0,0.0,65.92206790123457
21.404761904761905,20.633333333333333,0.0,0.0,64.07021604938271
21.590476190476192,21.590476190476192,0.0,0.0,69.31712962962963
21.69047619047619,21.69047619047619,0.0,0.0,69.93441358024691
21.69047619047619,21.626190476190477,0.0,0.0,69.31712962962963
21.69047619047619,21.11904761904762,0.0,0.0,69.00848765432099
22.161904761904765,22.161904761904765,0.0,0.0,70.86033950617283
22.704761904761906,22.704761904761906,0.0,0.0,71.16898148148148
22.704761904761906,22.78333333333333,0.0,0.0,69.93441358024691
23.097619047619048,23.097619047619048,0.0,0.0,72.40354938271605
23.640476190476193,23.640476190476193,0.0,0.0,72.40354938271605
24.326190476190476,24.326190476190476,0.0,0.0,74.56404320987654
24.11190476190476,24.11190476190476,0.0,0.0,75.48996913580247
24.11190476190476,24.51904761904762,0.0,0.0,74.87268518518519
24.11190476190476,23.004761904761907,0.0,0.0,71.78626543209876
24.11190476190476,24.083333333333336,0.0,0.0,74.87268518518519
24.11190476190476,24.076190476190476,0.0,0.0,73.94675925925927
24.11190476190476,24.76190476190476,0.0,0.0,74.87268518518519
24.11190476190476,23.576190476190476,0.0,0.0,73.32947530864197
24.11190476190476,24.347619047619048,0.0,0.0,74.2554012345679
24.11190476190476,24.34047619047619,0.0,0.0,73.63811728395062
24.11190476190476,24.211904761904762,0.0,0.0,72.71219135802468
24.11190476190476,24.819047619047616,0.0,0.0,75.18132716049382
24.11190476190476,25.076190476190476,0.0,0.0,74.2554012345679
24.11190476190476,24.604761904761908,0.0,0.0,75.18132716049382
24.11190476190476,24.676190476190477,0.0,0.0,74.87268518518519
25.054761904761904,25.054761904761904,0.0,0.0,75.79861111111111
