Best,Latest,BestFull,LatestFull,Validation
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
15.476190476190478,15.476190476190478,0.0,0.0,59.13194444444444
19.219047619047622,19.219047619047622,0.0,0.0,63.45293209876543
19.590476190476192,19.590476190476192,0.0,0.0,66.23070987654322
20.54047619047619,20.54047619047619,0.0,0.0,67.15663580246914
20.648809523809526,19.913095238095238,0.0,0.0,64.07021604938271
21.46547619047619,21.46547619047619,0.0,0.0,70.5516975308642
21.81547619047619,22.265476190476193,0.0,0.0,69.93441358024691
21.44047619047619,21.56904761904762,0.0,0.0,69.31712962962963
21.44047619047619,21.997619047619047,0.0,0.0,69.62577160493828
23.308333333333334,23.308333333333334,0.0,0.0,72.71219135802468
24.5,22.207142857142856,0.0,0.0,69.32098765432099
25.566666666666666,25.423809523809524,0.0,0.0,72.7199074074074
25.566666666666666,24.86904761904762,0.0,0.0,71.16898148148148
25.566666666666666,24.745238095238093,0.0,0.0,71.79012345679013
25.566666666666666,25.32857142857143,0.0,0.0,69.62577160493828
26.00952380952381,29.767857142857142,0.0,0.0,73.32175925925927
26.43095238095238,30.705952380952382,0.0,0.0,73.3179012345679
26.43095238095238,26.93452380952381,0.0,0.0,70.8449074074074
30.205952380952382,30.241666666666667,0.0,0.0,73.64583333333334
30.205952380952382,25.22142857142857,0.0,0.0,72.71604938271605
31.621428571428574,31.621428571428574,0.0,0.0,76.42361111111111
31.621428571428574,29.239285714285714,0.0,0.0,74.24382716049382
31.621428571428574,29.757142857142856,0.0,0.0,73.63811728395062
31.621428571428574,32.99761904761905,0.0,0.0,72.38425925925927
27.17142857142857,28.1,0.0,0.0,76.11496913580247
27.67857142857143,29.536904761904765,0.0,0.0,77.34567901234567
30.295238095238098,28.745238095238093,0.0,0.0,73.04398148148148
30.295238095238098,33.148809523809526,0.0,0.0,72.07947530864197
30.295238095238098,33.849999999999994,0.0,0.0,75.1929012345679
30.295238095238098,33.898809523809526,0.0,0.0,76.42746913580247
30.295238095238098,33.470238095238095,0.0,0.0,73.94675925925927
30.295238095238098,35.12023809523809,0.0,0.0,72.07947530864197
30.295238095238098,31.208333333333332,0.0,0.0,75.1929012345679
30.295238095238098,30.363095238095237,0.0,0.0,74.89197530864197
30.295238095238098,32.70952380952381,0.0,0.0,73.96604938271605
30.295238095238098,31.398809523809526,0.0,0.0,74.88811728395062
30.295238095238098,32.58452380952381,0.0,0.0,74.57561728395062
34.61190476190477,34.804761904761904,0.0,0.0,77.67746913580247
34.61190476190477,31.454761904761906,0.0,0.0,76.12268518518519
34.61190476190477,31.99642857142857,0.0,0.0,73.96219135802468
34.61190476190477,27.791666666666668,0.0,0.0,77.35339506172839
34.61190476190477,34.951190476190476,0.0,0.0,76.73611111111111
34.61190476190477,33.99761904761905,0.0,0.0,77.04475308641975
32.25357142857143,34.20357142857143,0.0,0.0,78.60339506172839
32.25357142857143,35.10119047619048,0.0,0.0,76.11882716049382
32.25357142857143,30.392857142857142,0.0,0.0,76.73996913580247
32.25357142857143,38.554761904761904,0.0,0.0,75.79861111111111
30.795238095238098,30.202380952380953,0.0,0.0,76.13425925925927
33.095238095238095,33.79523809523809,0.0,0.0,79.54861111111111
